Date,TeamA,TeamB,ScoreA,ScoreB,Sex,TournamentName,year,Venue
2000/04/23,Angola,Tunisia,30,22,W,AfricanChampionship,2000,Algeria
2000/04/23,Ivory Coast,Senegal,26,11,W,AfricanChampionship,2000,Algeria
2000/04/25,Angola,Senegal,30,19,W,AfricanChampionship,2000,Algeria
2000/04/25,Tunisia,Ivory Coast,21,20,W,AfricanChampionship,2000,Algeria
2000/04/27,Tunisia,Senegal,36,23,W,AfricanChampionship,2000,Algeria
2000/04/27,Angola,Ivory Coast,20,18,W,AfricanChampionship,2000,Algeria
2000/04/22,Cameroon,Algeria,25,23,W,AfricanChampionship,2000,Algeria
2000/04/22,Congo,Gabon,35,10,W,AfricanChampionship,2000,Algeria
2000/04/24,Congo,Algeria,21,18,W,AfricanChampionship,2000,Algeria
2000/04/24,Cameroon,Gabon,27,15,W,AfricanChampionship,2000,Algeria
2000/04/26,Congo,Cameroon,24,20,W,AfricanChampionship,2000,Algeria
2000/04/26,Algeria,Gabon,31,15,W,AfricanChampionship,2000,Algeria
2000/04/29,Congo,Tunisia,24,16,W,AfricanChampionship,2000,Algeria
2000/04/29,Angola,Cameroon,26,21,W,AfricanChampionship,2000,Algeria
2000/04/30,Senegal,Gabon,18,14,W,AfricanChampionship,2000,Algeria
2000/04/30,Ivory Coast,Algeria,24,15,W,AfricanChampionship,2000,Algeria
2000/04/30,Tunisia,Cameroon,34,33,W,AfricanChampionship,2000,Algeria
2000/05/01,Angola,Congo,30,21,W,AfricanChampionship,2000,Algeria
2002/04/19,Tunisia,Morocco,38,11,W,AfricanChampionship,2002,Morocco
2002/04/20,Cameroon,Morocco,24,11,W,AfricanChampionship,2002,Morocco
2002/04/21,Tunisia,Cameroon,27,21,W,AfricanChampionship,2002,Morocco
2002/04/19,Angola,Gabon,36,16,W,AfricanChampionship,2002,Morocco
2002/04/20,Ivory Coast,Gabon,32,12,W,AfricanChampionship,2002,Morocco
2002/04/21,Angola,Ivory Coast,26,16,W,AfricanChampionship,2002,Morocco
2002/04/19,Congo,DR Congo,41,15,W,AfricanChampionship,2002,Morocco
2002/04/20,Algeria,DR Congo,29,20,W,AfricanChampionship,2002,Morocco
2002/04/21,Algeria,Congo,33,23,W,AfricanChampionship,2002,Morocco
2002/04/23,Angola,Tunisia,27,21,W,AfricanChampionship,2002,Morocco
2002/04/24,Angola,Congo,31,20,W,AfricanChampionship,2002,Morocco
2002/04/23,Ivory Coast,Cameroon,26,22,W,AfricanChampionship,2002,Morocco
2002/04/24,Ivory Coast,Algeria,20,19,W,AfricanChampionship,2002,Morocco
2002/04/23,Gabon,Morocco,22,13,W,AfricanChampionship,2002,Morocco
2002/04/24,Gabon,DR Congo,18,16,W,AfricanChampionship,2002,Morocco
2002/04/26,Angola,Algeria,33,21,W,AfricanChampionship,2002,Morocco
2002/04/26,Ivory Coast,Tunisia,24,20,W,AfricanChampionship,2002,Morocco
2002/04/26,Cameroon,Congo,29,23,W,AfricanChampionship,2002,Morocco
2002/04/27,Tunisia,Algeria,31,20,W,AfricanChampionship,2002,Morocco
2002/04/28,Angola,Ivory Coast,30,21,W,AfricanChampionship,2002,Morocco
2004/04/09,Cameroon,Angola,28,27,W,AfricanChampionship,2004,Egypt
2004/04/09,Egypt,DR Congo,27,25,W,AfricanChampionship,2004,Egypt
2004/04/12,Cameroon,Egypt,33,27,W,AfricanChampionship,2004,Egypt
2004/04/12,Angola,DR Congo,32,17,W,AfricanChampionship,2004,Egypt
2004/04/13,Angola,Egypt,38,25,W,AfricanChampionship,2004,Egypt
2004/04/13,Cameroon,DR Congo,31,19,W,AfricanChampionship,2004,Egypt
2004/04/10,Tunisia,Congo,29,24,W,AfricanChampionship,2004,Egypt
2004/04/10,Ivory Coast,Tanzania,44,17,W,AfricanChampionship,2004,Egypt
2004/04/12,Tunisia,Tanzania,55,13,W,AfricanChampionship,2004,Egypt
2004/04/12,Ivory Coast,Congo,36,32,W,AfricanChampionship,2004,Egypt
2004/04/13,Congo,Tanzania,39,12,W,AfricanChampionship,2004,Egypt
2004/04/13,Tunisia,Ivory Coast,30,28,W,AfricanChampionship,2004,Egypt
2004/04/14,Egypt,Tanzania,27,22,W,AfricanChampionship,2004,Egypt
2004/04/14,Congo,DR Congo,34,24,W,AfricanChampionship,2004,Egypt
2004/04/16,Cameroon,Ivory Coast,27,25,W,AfricanChampionship,2004,Egypt
2004/04/16,Angola,Tunisia,31,28,W,AfricanChampionship,2004,Egypt
2004/04/16,DR Congo,Tanzania,31,17,W,AfricanChampionship,2004,Egypt
2004/04/16,Congo,Egypt,32,20,W,AfricanChampionship,2004,Egypt
2004/04/17,Ivory Coast,Tunisia,24,22,W,AfricanChampionship,2004,Egypt
2004/04/18,Angola,Cameroon,31,20,W,AfricanChampionship,2004,Egypt
2006/01/12,Congo,Cameroon,31,18,W,AfricanChampionship,2006,Tunisia
2006/01/14,Congo,Ivory Coast,28,23,W,AfricanChampionship,2006,Tunisia
2006/01/16,Ivory Coast,Cameroon,27,27,W,AfricanChampionship,2006,Tunisia
2006/01/10,Tunisia,Gabon,39,17,W,AfricanChampionship,2006,Tunisia
2006/01/11,Angola,Gabon,55,12,W,AfricanChampionship,2006,Tunisia
2006/01/12,Angola,DR Congo,40,21,W,AfricanChampionship,2006,Tunisia
2006/01/14,Tunisia,DR Congo,26,12,W,AfricanChampionship,2006,Tunisia
2006/01/16,Angola,Tunisia,21,21,W,AfricanChampionship,2006,Tunisia
2006/01/16,DR Congo,Gabon,31,23,W,AfricanChampionship,2006,Tunisia
2006/01/18,Tunisia,Congo,24,21,W,AfricanChampionship,2006,Tunisia
2006/01/18,Angola,Ivory Coast,29,28,W,AfricanChampionship,2006,Tunisia
2006/01/19,Cameroon,DR Congo,31,27,W,AfricanChampionship,2006,Tunisia
2006/01/19,Congo,Ivory Coast,22,15,W,AfricanChampionship,2006,Tunisia
2006/01/20,Angola,Tunisia,32,30,W,AfricanChampionship,2006,Tunisia
2008/01/08,Congo,Gabon,30,14,W,AfricanChampionship,2008,Angola
2008/01/08,Angola,Algeria,42,24,W,AfricanChampionship,2008,Angola
2008/01/11,Algeria,Gabon,21,20,W,AfricanChampionship,2008,Angola
2008/01/11,Angola,Congo,35,30,W,AfricanChampionship,2008,Angola
2008/01/12,Angola,Gabon,33,9,W,AfricanChampionship,2008,Angola
2008/01/12,Congo,Algeria,28,25,W,AfricanChampionship,2008,Angola
2008/01/10,Ivory Coast,DR Congo,26,16,W,AfricanChampionship,2008,Angola
2008/01/10,Tunisia,Cameroon,23,23,W,AfricanChampionship,2008,Angola
2008/01/11,Ivory Coast,Tunisia,24,24,W,AfricanChampionship,2008,Angola
2008/01/11,DR Congo,Cameroon,29,24,W,AfricanChampionship,2008,Angola
2008/01/12,Tunisia,DR Congo,40,25,W,AfricanChampionship,2008,Angola
2008/01/12,Ivory Coast,Cameroon,27,15,W,AfricanChampionship,2008,Angola
2008/01/14,DR Congo,Gabon,21,11,W,AfricanChampionship,2008,Angola
2008/01/14,Algeria,Cameroon,34,32,W,AfricanChampionship,2008,Angola
2008/01/15,Ivory Coast,Congo,29,28,W,AfricanChampionship,2008,Angola
2008/01/15,Angola,Tunisia,44,26,W,AfricanChampionship,2008,Angola
2008/01/15,Cameroon,Gabon,25,22,W,AfricanChampionship,2008,Angola
2008/01/15,DR Congo,Algeria,32,28,W,AfricanChampionship,2008,Angola
2008/01/16,Congo,Tunisia,30,25,W,AfricanChampionship,2008,Angola
2008/01/16,Angola,Ivory Coast,39,27,W,AfricanChampionship,2008,Angola
2010/02/11,Ivory Coast,Algeria,22,19,W,AfricanChampionship,2010,Egypt
2010/02/11,Tunisia,Cameroon,25,19,W,AfricanChampionship,2010,Egypt
2010/02/12,Cameroon,Ivory Coast,15,17,W,AfricanChampionship,2010,Egypt
2010/02/12,Algeria,Tunisia,20,35,W,AfricanChampionship,2010,Egypt
2010/02/13,Cameroon,Algeria,23,24,W,AfricanChampionship,2010,Egypt
2010/02/13,Ivory Coast,Tunisia,27,31,W,AfricanChampionship,2010,Egypt
2010/02/11,Congo,Congo DR,37,31,W,AfricanChampionship,2010,Egypt
2010/02/11,Angola,Egypt,32,21,W,AfricanChampionship,2010,Egypt
2010/02/12,Congo DR,Angola,15,24,W,AfricanChampionship,2010,Egypt
2010/02/12,Egypt,Congo,27,27,W,AfricanChampionship,2010,Egypt
2010/02/13,Angola,Congo,25,25,W,AfricanChampionship,2010,Egypt
2010/02/13,Congo DR,Egypt,29,29,W,AfricanChampionship,2010,Egypt
2010/02/16,Egypt,Cameroon,31,27,W,AfricanChampionship,2010,Egypt
2010/02/16,Congo,Congo DR,29,24,W,AfricanChampionship,2010,Egypt
2010/02/18,Cameroon,Congo DR,30,28,W,AfricanChampionship,2010,Egypt
2010/02/18,Egypt,Congo,26,29,W,AfricanChampionship,2010,Egypt
2010/02/15,Cameroon,Angola,17,30,W,AfricanChampionship,2010,Egypt
2010/02/15,Ivory Coast,Egypt,38,32,W,AfricanChampionship,2010,Egypt
2010/02/15,Tunisia,Congo DR,40,23,W,AfricanChampionship,2010,Egypt
2010/02/15,Congo,Algeria,26,27,W,AfricanChampionship,2010,Egypt
2010/02/18,Angola,Ivory Coast,27,24,W,AfricanChampionship,2010,Egypt
2010/02/18,Tunisia,Algeria,36,16,W,AfricanChampionship,2010,Egypt
2010/02/20,Ivory Coast,Algeria,32,28,W,AfricanChampionship,2010,Egypt
2010/02/20,Angola,Tunisia,31,30,W,AfricanChampionship,2010,Egypt
2012/01/11,Ivory Coast,Egypt,28,16,W,AfricanChampionship,2012,Morocco
2012/01/11,Cameroon,DR Congo,24,26,W,AfricanChampionship,2012,Morocco
2012/01/12,Angola,Ivory Coast,25,23,W,AfricanChampionship,2012,Morocco
2012/01/12,Egypt,Cameroon,24,27,W,AfricanChampionship,2012,Morocco
2012/01/13,DR Congo,Egypt,23,23,W,AfricanChampionship,2012,Morocco
2012/01/13,Cameroon,Angola,18,24,W,AfricanChampionship,2012,Morocco
2012/01/15,Angola,DR Congo,40,15,W,AfricanChampionship,2012,Morocco
2012/01/15,Ivory Coast,Cameroon,19,26,W,AfricanChampionship,2012,Morocco
2012/01/16,DR Congo,Ivory Coast,28,28,W,AfricanChampionship,2012,Morocco
2012/01/16,Egypt,Angola,23,36,W,AfricanChampionship,2012,Morocco
2012/01/11,Tunisia,Algeria,30,18,W,AfricanChampionship,2012,Morocco
2012/01/11,Senegal,Morocco,25,15,W,AfricanChampionship,2012,Morocco
2012/01/12,Algeria,Senegal,25,17,W,AfricanChampionship,2012,Morocco
2012/01/12,Morocco,Congo,16,34,W,AfricanChampionship,2012,Morocco
2012/01/13,Congo,Senegal,28,23,W,AfricanChampionship,2012,Morocco
2012/01/13,Morocco,Tunisia,8,35,W,AfricanChampionship,2012,Morocco
2012/01/15,Tunisia,Congo,26,22,W,AfricanChampionship,2012,Morocco
2012/01/15,Algeria,Morocco,31,7,W,AfricanChampionship,2012,Morocco
2012/01/16,Congo,Algeria,20,23,W,AfricanChampionship,2012,Morocco
2012/01/16,Senegal,Tunisia,30,32,W,AfricanChampionship,2012,Morocco
2012/01/18,Congo,DR Congo,19,29,W,AfricanChampionship,2012,Morocco
2012/01/18,Angola,Senegal,41,20,W,AfricanChampionship,2012,Morocco
2012/01/18,Algeria,Cameroon,23,22,W,AfricanChampionship,2012,Morocco
2012/01/18,Ivory Coast,Tunisia,19,24,W,AfricanChampionship,2012,Morocco
2012/01/19,Cameroon,Ivory Coast,19,18,W,AfricanChampionship,2012,Morocco
2012/01/19,Senegal,Congo,22,25,W,AfricanChampionship,2012,Morocco
2012/01/19,Angola,DR Congo,39,19,W,AfricanChampionship,2012,Morocco
2012/01/19,Algeria,Tunisia,24,27,W,AfricanChampionship,2012,Morocco
2012/01/17,Egypt,Morocco,32,12,W,AfricanChampionship,2012,Morocco
2012/01/20,Ivory Coast,Senegal,28,21,W,AfricanChampionship,2012,Morocco
2012/01/20,Cameroon,Congo,22,19,W,AfricanChampionship,2012,Morocco
2012/01/20,DR Congo,Algeria,33,24,W,AfricanChampionship,2012,Morocco
2012/01/20,Angola,Tunisia,26,24,W,AfricanChampionship,2012,Morocco
2014/01/16,Senegal,Algeria,27,27,W,AfricanChampionship,2014,Algeria
2014/01/16,Cameroon,DR Congo,20,25,W,AfricanChampionship,2014,Algeria
2014/01/17,Algeria,Cameroon,26,21,W,AfricanChampionship,2014,Algeria
2014/01/17,DR Congo,Senegal,24,20,W,AfricanChampionship,2014,Algeria
2014/01/20,Algeria,DR Congo,27,20,W,AfricanChampionship,2014,Algeria
2014/01/20,Cameroon,Senegal,21,24,W,AfricanChampionship,2014,Algeria
2014/01/16,Tunisia,Guinea,32,16,W,AfricanChampionship,2014,Algeria
2014/01/16,Angola,Congo,33,18,W,AfricanChampionship,2014,Algeria
2014/01/18,Congo,Tunisia,30,32,W,AfricanChampionship,2014,Algeria
2014/01/18,Guinea,Angola,14,44,W,AfricanChampionship,2014,Algeria
2014/01/21,Angola,Tunisia,25,19,W,AfricanChampionship,2014,Algeria
2014/01/21,Congo,Guinea,33,18,W,AfricanChampionship,2014,Algeria
2014/01/22,Algeria,Guinea,25,17,W,AfricanChampionship,2014,Algeria
2014/01/22,DR Congo,Congo,27,22,W,AfricanChampionship,2014,Algeria
2014/01/22,Angola,Cameroon,28,23,W,AfricanChampionship,2014,Algeria
2014/01/22,Tunisia,Senegal,31,27,W,AfricanChampionship,2014,Algeria
2014/01/23,Senegal,Cameroon,25,21,W,AfricanChampionship,2014,Algeria
2014/01/23,Guinea,Congo,19,40,W,AfricanChampionship,2014,Algeria
2014/01/24,Angola,Tunisia,30,31,W,AfricanChampionship,2014,Algeria
2014/01/24,Algeria,DR Congo,23,28,W,AfricanChampionship,2014,Algeria
2014/01/24,Guinea,Cameroon,18,42,W,AfricanChampionship,2014,Algeria
2014/01/24,Congo,Senegal,30,29,W,AfricanChampionship,2014,Algeria
2014/01/25,Algeria,Angola,22,30,W,AfricanChampionship,2014,Algeria
2014/01/25,DR Congo,Tunisia,20,23,W,AfricanChampionship,2014,Algeria
2016/11/28,DR Congo,Senegal,22,28,W,AfricanChampionship,2016,Angola
2016/11/28,Angola,Ivory Coast,37,18,W,AfricanChampionship,2016,Angola
2016/11/29,Ivory Coast,Cameroon,17,22,W,AfricanChampionship,2016,Angola
2016/11/29,Senegal,Angola,18,31,W,AfricanChampionship,2016,Angola
2016/11/30,Ivory Coast,DR Congo,33,27,W,AfricanChampionship,2016,Angola
2016/11/30,Cameroon,Angola,14,30,W,AfricanChampionship,2016,Angola
2016/12/01,DR Congo,Cameroon,24,26,W,AfricanChampionship,2016,Angola
2016/12/01,Senegal,Ivory Coast,24,17,W,AfricanChampionship,2016,Angola
2016/12/02,Angola,DR Congo,38,19,W,AfricanChampionship,2016,Angola
2016/11/28,Tunisia,Guinea,34,22,W,AfricanChampionship,2016,Angola
2016/11/29,Algeria,Congo,19,25,W,AfricanChampionship,2016,Angola
2016/11/30,Congo,Tunisia,25,26,W,AfricanChampionship,2016,Angola
2016/12/01,Guinea,Algeria,24,17,W,AfricanChampionship,2016,Angola
2016/12/02,Congo,Guinea,33,18,W,AfricanChampionship,2016,Angola
2016/12/02,Tunisia,Algeria,27,21,W,AfricanChampionship,2016,Angola
2016/12/04,Ivory Coast,Tunisia,26,38,W,AfricanChampionship,2016,Angola
2016/12/04,Cameroon,Congo,32,27,W,AfricanChampionship,2016,Angola
2016/12/04,Senegal,Guinea,27,15,W,AfricanChampionship,2016,Angola
2016/12/04,Angola,Algeria,42,19,W,AfricanChampionship,2016,Angola
2016/12/05,Algeria,Congo,27,31,W,AfricanChampionship,2016,Angola
2016/12/05,Guinea,Ivory Coast,20,23,W,AfricanChampionship,2016,Angola
2016/12/05,Senegal,Tunisia,26,20,W,AfricanChampionship,2016,Angola
2016/12/05,Angola,Cameroon,31,19,W,AfricanChampionship,2016,Angola
2016/12/06,Algeria,Guinea,33,26,W,AfricanChampionship,2016,Angola
2016/12/06,Congo,Ivory Coast,32,24,W,AfricanChampionship,2016,Angola
2016/12/07,Angola,Tunisia,36,17,W,AfricanChampionship,2016,Angola
2018/12/02,Senegal,Cameroon,23,18,W,AfricanChampionship,2018,Congo
2018/12/02,Algeria,Ivory Coast,27,25,W,AfricanChampionship,2018,Congo
2018/12/03,Tunisia,Senegal,21,26,W,AfricanChampionship,2018,Congo
2018/12/03,Cameroon,Algeria,32,18,W,AfricanChampionship,2018,Congo
2018/12/04,Cameroon,Ivory Coast,34,25,W,AfricanChampionship,2018,Congo
2018/12/04,Algeria,Tunisia,24,24,W,AfricanChampionship,2018,Congo
2018/12/06,Senegal,Algeria,35,22,W,AfricanChampionship,2018,Congo
2018/12/06,Ivory Coast,Tunisia,28,35,W,AfricanChampionship,2018,Congo
2018/12/07,Ivory Coast,Senegal,22,32,W,AfricanChampionship,2018,Congo
2018/12/07,Tunisia,Cameroon,25,25,W,AfricanChampionship,2018,Congo
2018/12/02,Angola,Guinea,40,17,W,AfricanChampionship,2018,Congo
2018/12/02,Congo,Morocco,36,23,W,AfricanChampionship,2018,Congo
2018/12/03,Morocco,DR Congo,23,35,W,AfricanChampionship,2018,Congo
2018/12/03,Guinea,Congo,20,37,W,AfricanChampionship,2018,Congo
2018/12/04,Morocco,Angola,14,50,W,AfricanChampionship,2018,Congo
2018/12/04,Congo,DR Congo,29,29,W,AfricanChampionship,2018,Congo
2018/12/06,Guinea,Morocco,42,22,W,AfricanChampionship,2018,Congo
2018/12/06,DR Congo,Angola,24,33,W,AfricanChampionship,2018,Congo
2018/12/07,DR Congo,Guinea,35,18,W,AfricanChampionship,2018,Congo
2018/12/07,Angola,Congo,32,19,W,AfricanChampionship,2018,Congo
2018/12/09,Senegal,Guinea,23,16,W,AfricanChampionship,2018,Congo
2018/12/09,DR Congo,Tunisia,37,30,W,AfricanChampionship,2018,Congo
2018/12/09,Algeria,Angola,17,41,W,AfricanChampionship,2018,Congo
2018/12/09,Cameroon,Congo,22,21,W,AfricanChampionship,2018,Congo
2018/12/10,Guinea,Tunisia,26,30,W,AfricanChampionship,2018,Congo
2018/12/10,Congo,Algeria,24,22,W,AfricanChampionship,2018,Congo
2018/12/10,Senegal,DR Congo,22,21,W,AfricanChampionship,2018,Congo
2018/12/10,Cameroon,Angola,16,25,W,AfricanChampionship,2018,Congo
2018/12/10,Ivory Coast,Morocco,38,31,W,AfricanChampionship,2018,Congo
2018/12/11,Guinea,Algeria,34,22,W,AfricanChampionship,2018,Congo
2018/12/11,Tunisia,Congo,23,31,W,AfricanChampionship,2018,Congo
2018/12/12,DR Congo,Cameroon,33,22,W,AfricanChampionship,2018,Congo
2018/12/12,Senegal,Angola,14,19,W,AfricanChampionship,2018,Congo
2021/06/09,Senegal,Madagascar,42,16,W,AfricanChampionship,2021,Cameroon
2021/06/09,Tunisia,Guinea,30,27,W,AfricanChampionship,2021,Cameroon
2021/06/11,Madagascar,Tunisia,16,44,W,AfricanChampionship,2021,Cameroon
2021/06/11,Guinea,Senegal,20,32,W,AfricanChampionship,2021,Cameroon
2021/06/13,Guinea,Madagascar,35,16,W,AfricanChampionship,2021,Cameroon
2021/06/13,Senegal,Tunisia,13,30,W,AfricanChampionship,2021,Cameroon
2021/06/08,Nigeria,DR Congo,16,35,W,AfricanChampionship,2021,Cameroon
2021/06/08,Cameroon,Kenya,40,16,W,AfricanChampionship,2021,Cameroon
2021/06/10,DR Congo,Kenya,42,16,W,AfricanChampionship,2021,Cameroon
2021/06/10,Cameroon,Nigeria,31,19,W,AfricanChampionship,2021,Cameroon
2021/06/12,Nigeria,Kenya,26,21,W,AfricanChampionship,2021,Cameroon
2021/06/12,DR Congo,Cameroon,21,26,W,AfricanChampionship,2021,Cameroon
2021/06/09,Angola,Cape Verde,39,14,W,AfricanChampionship,2021,Cameroon
2021/06/11,Cape Verde,Congo,23,34,W,AfricanChampionship,2021,Cameroon
2021/06/13,Angola,Congo,29,24,W,AfricanChampionship,2021,Cameroon
2021/06/14,Madagascar,Kenya,30,33,W,AfricanChampionship,2021,Cameroon
2021/06/15,Cape Verde,Madagascar,30,16,W,AfricanChampionship,2021,Cameroon
2021/06/17,Cape Verde,Kenya,27,22,W,AfricanChampionship,2021,Cameroon
2021/06/15,Angola,DR Congo,29,20,W,AfricanChampionship,2021,Cameroon
2021/06/15,Tunisia,Guinea,27,20,W,AfricanChampionship,2021,Cameroon
2021/06/15,Congo,Senegal,21,20,W,AfricanChampionship,2021,Cameroon
2021/06/15,Cameroon,Nigeria,44,14,W,AfricanChampionship,2021,Cameroon
2021/06/16,Guinea,DR Congo,26,33,W,AfricanChampionship,2021,Cameroon
2021/06/16,Nigeria,Senegal,15,32,W,AfricanChampionship,2021,Cameroon
2021/06/16,Tunisia,Angola,23,27,W,AfricanChampionship,2021,Cameroon
2021/06/16,Cameroon,Congo,22,21,W,AfricanChampionship,2021,Cameroon
2021/06/17,Guinea,Nigeria,25,21,W,AfricanChampionship,2021,Cameroon
2021/06/17,DR Congo,Senegal,14,24,W,AfricanChampionship,2021,Cameroon
2021/06/18,Tunisia,Congo,22,17,W,AfricanChampionship,2021,Cameroon
2022/11/10,DR Congo,Cape Verde,27,19,W,AfricanChampionship,2022,Senegal
2022/11/10,Angola,Algeria,29,17,W,AfricanChampionship,2022,Senegal
2022/11/13,Algeria,DR Congo,23,32,W,AfricanChampionship,2022,Senegal
2022/11/13,Cape Verde,Angola,15,38,W,AfricanChampionship,2022,Senegal
2022/11/14,Cape Verde,Algeria,30,36,W,AfricanChampionship,2022,Senegal
2022/11/14,Angola,DR Congo,35,22,W,AfricanChampionship,2022,Senegal
2022/11/09,Morocco,Tunisia,25,35,W,AfricanChampionship,2022,Senegal
2022/11/09,Congo,Guinea,25,21,W,AfricanChampionship,2022,Senegal
2022/11/10,Egypt,Congo,20,21,W,AfricanChampionship,2022,Senegal
2022/11/10,Tunisia,Guinea,36,23,W,AfricanChampionship,2022,Senegal
2022/11/11,Guinea,Morocco,28,20,W,AfricanChampionship,2022,Senegal
2022/11/11,Egypt,Tunisia,22,21,W,AfricanChampionship,2022,Senegal
2022/11/13,Morocco,Egypt,20,28,W,AfricanChampionship,2022,Senegal
2022/11/13,Tunisia,Congo,20,25,W,AfricanChampionship,2022,Senegal
2022/11/14,Guinea,Egypt,22,29,W,AfricanChampionship,2022,Senegal
2022/11/14,Congo,Morocco,38,27,W,AfricanChampionship,2022,Senegal
2022/11/09,Cameroon,Ivory Coast,28,16,W,AfricanChampionship,2022,Senegal
2022/11/09,Senegal,Madagascar,40,9,W,AfricanChampionship,2022,Senegal
2022/11/11,Madagascar,Cameroon,9,42,W,AfricanChampionship,2022,Senegal
2022/11/11,Ivory Coast,Senegal,15,31,W,AfricanChampionship,2022,Senegal
2022/11/14,Madagascar,Ivory Coast,14,40,W,AfricanChampionship,2022,Senegal
2022/11/14,Cameroon,Senegal,28,27,W,AfricanChampionship,2022,Senegal
2022/11/16,Algeria,Morocco,25,23,W,AfricanChampionship,2022,Senegal
2022/11/16,Cape Verde,Guinea,20,26,W,AfricanChampionship,2022,Senegal
2022/11/17,Madagascar,Guinea,14,44,W,AfricanChampionship,2022,Senegal
2022/11/18,Madagascar,Cape Verde,16,35,W,AfricanChampionship,2022,Senegal
2022/11/19,Morocco,Cape Verde,29,24,W,AfricanChampionship,2022,Senegal
2022/11/19,Algeria,Guinea,26,29,W,AfricanChampionship,2022,Senegal
2022/11/16,Angola,Tunisia,29,24,W,AfricanChampionship,2022,Senegal
2022/11/16,Ivory Coast,Congo,21,35,W,AfricanChampionship,2022,Senegal
2022/11/16,Cameroon,DR Congo,23,22,W,AfricanChampionship,2022,Senegal
2022/11/16,Egypt,Senegal,19,21,W,AfricanChampionship,2022,Senegal
2022/11/17,Tunisia,Egypt,24,22,W,AfricanChampionship,2022,Senegal
2022/11/17,Ivory Coast,DR Congo,26,31,W,AfricanChampionship,2022,Senegal
2022/11/17,Congo,Cameroon,25,27,W,AfricanChampionship,2022,Senegal
2022/11/17,Angola,Senegal,24,21,W,AfricanChampionship,2022,Senegal
2022/11/18,Egypt,Ivory Coast,24,27,W,AfricanChampionship,2022,Senegal
2022/11/18,Tunisia,DR Congo,28,24,W,AfricanChampionship,2022,Senegal
2022/11/19,Congo,Senegal,20,19,W,AfricanChampionship,2022,Senegal
2022/11/19,Cameroon,Angola,19,29,W,AfricanChampionship,2022,Senegal
2000/08/10,South Korea,Kazakhstan,30,18,W,AsianChampionship,2000,China
2000/08/10,Japan,Chinese Taipei,27,12,W,AsianChampionship,2000,China
2000/08/11,South Korea,Chinese Taipei,33,9,W,AsianChampionship,2000,China
2000/08/11,Japan,Kazakhstan,25,23,W,AsianChampionship,2000,China
2000/08/13,Kazakhstan,Chinese Taipei,30,16,W,AsianChampionship,2000,China
2000/08/13,South Korea,Japan,28,19,W,AsianChampionship,2000,China
2000/08/10,China,North Korea,28,24,W,AsianChampionship,2000,China
2000/08/11,North Korea,India,51,11,W,AsianChampionship,2000,China
2000/08/13,China,India,48,11,W,AsianChampionship,2000,China
2000/08/16,Kazakhstan,India,48,10,W,AsianChampionship,2000,China
2000/08/15,South Korea,North Korea,29,23,W,AsianChampionship,2000,China
2000/08/15,China,Japan,21,24,W,AsianChampionship,2000,China
2000/08/17,North Korea,China,24,18,W,AsianChampionship,2000,China
2000/08/17,South Korea,Japan,33,23,W,AsianChampionship,2000,China
2002/07/26,South Korea,China,32,17,W,AsianChampionship,2002,Kazakhstan
2002/07/27,South Korea,Turkmenistan,42,13,W,AsianChampionship,2002,Kazakhstan
2002/07/28,China,Turkmenistan,44,12,W,AsianChampionship,2002,Kazakhstan
2002/07/26,Japan,Chinese Taipei,22,17,W,AsianChampionship,2002,Kazakhstan
2002/07/26,Kazakhstan,Uzbekistan,35,22,W,AsianChampionship,2002,Kazakhstan
2002/07/27,Japan,Uzbekistan,53,19,W,AsianChampionship,2002,Kazakhstan
2002/07/27,Kazakhstan,Chinese Taipei,29,15,W,AsianChampionship,2002,Kazakhstan
2002/07/28,Japan,Kazakhstan,24,27,W,AsianChampionship,2002,Kazakhstan
2002/07/28,Chinese Taipei,Uzbekistan,37,21,W,AsianChampionship,2002,Kazakhstan
2002/07/30,Turkmenistan,Chinese Taipei,28,31,W,AsianChampionship,2002,Kazakhstan
2002/07/30,South Korea,Japan,31,22,W,AsianChampionship,2002,Kazakhstan
2002/07/30,Kazakhstan,China,25,21,W,AsianChampionship,2002,Kazakhstan
2002/07/31,Japan,China,23,29,W,AsianChampionship,2002,Kazakhstan
2002/07/31,South Korea,Kazakhstan,25,27,W,AsianChampionship,2002,Kazakhstan
2004/07/23,South Korea,Chinese Taipei,34,27,W,AsianChampionship,2004,Japan
2004/07/23,China,Japan,23,30,W,AsianChampionship,2004,Japan
2004/07/24,Japan,Chinese Taipei,35,18,W,AsianChampionship,2004,Japan
2004/07/24,South Korea,China,25,26,W,AsianChampionship,2004,Japan
2004/07/25,China,Chinese Taipei,42,28,W,AsianChampionship,2004,Japan
2004/07/25,Japan,South Korea,31,23,W,AsianChampionship,2004,Japan
2006/07/01,South Korea,Kazakhstan,39,16,W,AsianChampionship,2006,China
2006/07/01,Japan,China,27,29,W,AsianChampionship,2006,China
2006/07/03,Japan,South Korea,23,31,W,AsianChampionship,2006,China
2006/07/03,China,Kazakhstan,34,18,W,AsianChampionship,2006,China
2006/07/05,Japan,Kazakhstan,41,22,W,AsianChampionship,2006,China
2006/07/05,China,South Korea,26,27,W,AsianChampionship,2006,China
2008/11/21,South Korea,Uzbekistan,57,26,W,AsianChampionship,2008,Thailand
2008/11/21,Kazakhstan,Iran,41,18,W,AsianChampionship,2008,Thailand
2008/11/22,Japan,Uzbekistan,47,14,W,AsianChampionship,2008,Thailand
